NUTR_FOOD_NAME,NUTR_SAT_FAT_g,NUTR_SERV_SIZE_g,NUTR_CALORIES_g,NUTR_TOTAL_FAT_g,NUTR_CHOLEST_g,NUTR_SODIUM_mg,NUTR_CHOLINE_mg,NUTR_FOLATE_mcg,NUTR_FOLIC_ACID_mcg,NUTR_NIACIN_mg,NUTR_PANT_ACID_mg,NUTR_RIBOFLAVIN_mg,NUTR_THIAMIN_mg,NUTR_VIT_A_IU,NUTR_VIT_A_RAE_mcg,NUTR_CAROT_ALPHA_mcg,NUTR_CAROT_BETA_mcg,NUTR_CRYPTO_BETA_mcg,NUTR_LUTEIN_ZEAX_mcg,NUTR_LUCOPENE,NUTR_VIT_B12_mcg,NUTR_VIT_B6_mg,NUTR_VIT_C_mg,NUTR_VIT_D_IU,NUTR_VIT_E_mg,NUTR_TOCOPHEROL_ALPHA_mg,NUTR_VIT_K_mcg,NUTR_CALCIUM_mg,NUTR_COPPER_mg,NUTR_IRON_mg,NUTR_MAGNES_mg,NUTR_MANGANESE_mg,NUTR_PHOSPHOROUS_mg,NUTR_POTASSIUM_mg,NUTR_SELENIUM_mcg,NUTR_ZINC_mg,NUTR_PROTEIN_g,NUTR_ALANINE_g,NUTR_ARGININE_g,NUTR_ASPART_ACID_g,NUTR_CYSTINE_g,NUTR_GLUT_ACID_g,NUTR_GLYCINE_g,NUTR_HISTIDINE_g,NUTR_HYDROXYPROLINE_g,NUTR_ISOLEUCINE_g,NUTR_LEUCINE_g,NUTR_LYSINE_g,NUTR_METHIONINE_g,NUTR_PHENYL_g,NUTR_PROLINE_g,NUTR_SERINE_g,NUTR_THREONINE_g,NUTR_TRYPTOPHAN_g,NUTR_TYROSINE_g,NUTR_VALINE_g,NUTR_CARBOHYDRATE_g,NUTR_FIBER_g,NUTR_SUGARS_g,NUTR_FRUCTOSE_g,NUTR_GALACTOSE_g,NUTR_GLUCOSE_g,NUTR_LACTOSE_g,NUTR_MALTOSE_g,NUTR_SUCROSE_g,NUTR_FAT_g,NUTR_SAT_FATTY_ACIDS_g,NUTR_MONO_FATTY_ACIDS_g,NUTR_POLYUN_FATTY_ACIDS_g,NUTR_FATTY_ACIDS_TOTAL_TRANS_mg,NUTR_ALCOHOL_g,NUTR_ASH_g,NUTR_CAFFEINE_mg,NUTR_THEOBROMINE_mg,NUTR_WATER_g,CATEGORICAL_CAL,FOOD_CAT1,FOOD_CAT2,SOURCE_KEY,MRG_KEY
"Fast foods, breaded and fried, shrimp",3.8,100,308,19.0,58,897.0,50.6,43.0,28.0,1.24,0.0,0.02,0.06,109.0,32.0,0.0,1.0,0.0,10.0,0,0.53,0.06,0.0,1.0,2.52,2.52,4.7,29.0,0.097,0.86,16.0,0.172,185.0,82.0,9.7,0.58,7.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.99,0.7,0.1,0.0,0.0,0.0,0.0,0.1,0.0,18.9,3.843,11.905,1.593,58.0,0.0,3.12,0.0,0.0,42.15,Medium,Fast,Not Categorized,NUTRITIONAL,1
"Peanut butter, with salt, chunk style",7.6,100,589,50.0,0,486.0,61.3,92.0,0.0,13.696,1.118,0.111,0.106,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.418,0.0,0.0,6.3,6.3,0.5,45.0,0.578,1.9,160.0,1.8,319.0,745.0,8.2,2.79,24.06,0.903,2.731,3.012,0.226,5.023,1.417,0.55,0.0,0.608,1.525,0.671,0.262,1.185,1.389,1.461,0.518,0.228,0.818,0.772,21.57,8.0,8.41,0.0,0.0,4.22,0.0,0.0,4.19,49.94,7.607,23.123,13.932,0.0,0.0,3.29,0.0,0.0,1.14,Medium,Peanut,Not Categorized,NUTRITIONAL,1
"Fish, dry heat, cooked, white, sucker",0.6,100,119,3.0,53,51.0,0.0,17.0,0.0,1.462,0.865,0.085,0.012,196.0,59.0,0.0,0.0,0.0,0.0,0,2.31,0.231,0.0,0.0,0.0,0.0,0.0,90.0,0.25,1.67,38.0,0.769,269.0,487.0,16.2,0.96,21.49,1.3,1.286,2.2,0.23,3.208,1.031,0.633,0.0,0.99,1.746,1.973,0.636,0.839,0.76,0.877,0.942,0.241,0.725,1.107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.97,0.579,0.905,1.035,53.0,0.0,1.87,0.0,0.0,73.99,Low,Fish,Meat,NUTRITIONAL,1
"Candies, with almonds, milk chocolate",18.0,100,526,34.0,19,74.0,46.8,14.0,0.0,0.742,0.455,0.435,0.06,175.0,52.0,0.0,0.0,0.0,6.0,0,0.67,0.045,0.2,0.0,3.14,3.14,5.1,224.0,0.422,1.63,90.0,0.624,264.0,444.0,4.0,1.34,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.4,6.2,43.9,0.0,0.0,0.0,0.0,0.0,0.0,34.4,17.701,11.96,3.019,19.0,0.0,1.7,18.0,183.0,1.5,Medium,Candies,Not Categorized,NUTRITIONAL,1
"Babyfood, junior, turkey sticks, meat",4.1,100,188,14.0,65,440.0,53.3,11.0,0.0,1.94,0.381,0.181,0.008,19.0,6.0,0.0,0.0,0.0,0.0,0,1.3,0.023,1.5,15.0,0.12,0.12,0.0,83.0,0.148,0.92,10.0,0.037,120.0,120.0,13.5,2.4,13.7,0.704,0.883,1.272,0.122,2.196,0.682,0.367,0.0,0.629,1.071,1.176,0.304,0.61,0.651,0.505,0.546,0.101,0.483,0.651,1.4,0.5,1.4,0.0,0.0,0.0,0.0,0.0,0.0,14.2,4.143,4.671,3.615,65.0,0.0,0.9,0.0,0.0,69.8,Medium,Babyfood,Not Categorized,NUTRITIONAL,1
"Chocolate, 45- 59% cacao solids, dark",19.0,100,546,31.0,8,24.0,0.0,0.0,0.0,0.725,0.297,0.05,0.025,50.0,2.0,7.0,26.0,1.0,31.0,0,0.23,0.042,0.0,0.0,0.54,0.54,8.1,56.0,1.028,8.02,146.0,1.419,206.0,559.0,3.0,2.01,4.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.17,7.0,47.9,0.0,0.0,0.0,1.65,0.0,46.25,31.28,18.519,9.54,1.092,8.0,0.0,1.7,43.0,493.0,0.97,Medium,Chocolate,Not Categorized,NUTRITIONAL,1
"Babyfood, junior, tutti frutti, fruit",0.1,100,69,0.4,15,17.0,3.5,3.0,0.0,0.08,0.0,0.02,0.03,199.0,10.0,1.0,52.0,134.0,25.0,0,0.01,0.02,7.2,0.0,0.15,0.15,0.6,14.0,0.2,0.3,4.0,0.0,28.0,47.0,0.4,0.19,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.4,9.41,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.11,0.148,0.061,15.0,0.0,0.3,0.0,0.0,82.9,Low,Babyfood,Not Categorized,NUTRITIONAL,1
"Beef Pot Pie, prepared, frozen entree",4.1,100,220,11.0,21,365.0,19.6,18.0,15.0,1.633,0.145,0.087,0.197,0.0,0.0,0.0,0.0,0.0,0.0,0,0.32,0.133,0.3,0.0,0.26,0.26,2.7,14.0,0.03,1.25,13.0,0.207,67.0,115.0,5.3,1.1,7.25,0.37,0.402,0.542,0.106,1.546,0.37,0.187,0.0,0.271,0.517,0.419,0.133,0.299,0.55,0.289,0.267,0.077,0.2,0.316,22.05,0.8,0.0,0.08,0.0,0.77,0.0,1.66,0.32,11.39,4.149,5.312,1.462,21.0,0.0,1.26,0.0,0.0,58.05,Medium,Beef,Meat,NUTRITIONAL,1
"CRACKER BARREL, grilled sirloin steak",3.0,100,203,8.5,87,180.0,0.0,0.0,0.0,6.403,0.77,0.35,0.089,23.0,7.0,0.0,0.0,0.0,0.0,0,3.0,0.691,0.0,0.0,0.46,0.46,1.0,7.0,0.112,2.75,28.0,0.02,249.0,408.0,31.8,5.42,31.52,1.923,2.238,3.142,0.315,5.127,1.502,1.219,0.0,1.618,2.795,3.1,0.83,1.376,1.345,1.271,1.523,0.41,1.145,2.889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.52,3.045,3.405,0.742,87.0,0.0,1.64,0.0,0.0,59.4,Medium,CRACKER,Not Categorized,NUTRITIONAL,1
"PIZZA HUT 12"" Cheese Pizza, Pan Crust",5.2,100,280,13.0,21,624.0,0.0,0.0,0.0,3.91,0.285,0.251,0.243,260.0,73.0,0.0,0.0,0.0,0.0,0,0.64,0.107,0.0,0.0,1.06,1.06,15.5,208.0,0.101,1.86,21.0,0.305,241.0,168.0,19.4,1.63,11.73,0.386,0.451,0.753,0.156,3.323,0.322,0.326,0.0,0.518,1.044,0.693,0.266,0.615,1.253,0.648,0.379,0.125,0.479,0.658,29.93,1.7,3.21,0.42,0.07,0.41,0.47,1.83,0.0,12.56,5.184,3.213,2.752,21.0,0.0,2.39,0.0,0.0,43.4,Medium,PIZZA,Not Categorized,NUTRITIONAL,1
"Bamboo shoots, drained solids, canned",0.1,100,19,0.4,0,7.0,0.0,3.0,0.0,0.14,0.092,0.026,0.026,13.0,1.0,0.0,8.0,0.0,0.0,0,0.0,0.136,1.1,0.0,0.63,0.63,0.0,8.0,0.114,0.32,4.0,0.157,25.0,80.0,0.5,0.65,1.72,0.082,0.064,0.282,0.014,0.164,0.057,0.028,0.0,0.058,0.093,0.089,0.02,0.06,0.145,0.084,0.057,0.018,0.0,0.071,3.22,1.4,1.89,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.092,0.009,0.178,0.0,0.0,0.34,0.0,0.0,94.32,Low,Bamboo,Not Categorized,NUTRITIONAL,1
"Balsam-pear (bitter gourd), raw, pods",0.0,100,17,0.2,0,5.0,0.0,72.0,0.0,0.4,0.212,0.04,0.04,471.0,24.0,185.0,190.0,0.0,170.0,0,0.0,0.043,84.0,0.0,0.0,0.0,0.0,19.0,0.034,0.43,17.0,0.089,31.0,296.0,0.2,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,94.03,Low,Balsam-pear,Not Categorized,NUTRITIONAL,1
"MURRAY, Chocolatey Chip Thins Cookies",6.5,100,466,16.0,0,439.0,0.0,103.0,0.0,4.0,0.0,0.33,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.03,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.3,19.0,0.0,80.0,93.0,0.0,0.5,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.6,2.0,23.2,0.0,0.0,0.0,0.0,0.0,0.0,16.4,6.5,3.3,5.4,0.0,0.0,0.0,0.0,0.0,2.5,Medium,MURRAY,Not Categorized,NUTRITIONAL,1
"Fish, eggs (Alaska Native), whitefish",0.5,100,104,2.9,439,160.0,247.5,53.0,0.0,0.956,1.06,0.403,0.088,305.0,91.0,0.0,0.0,0.0,0.0,0,56.4,0.159,12.0,0.0,2.68,2.68,0.6,46.0,0.22,5.95,30.0,0.22,306.0,190.0,92.8,2.1,14.66,1.64,1.06,1.58,0.23,2.18,0.5,0.53,0.0,1.07,1.64,1.6,0.56,0.9,1.1,1.18,1.01,0.28,0.76,1.28,4.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88,0.496,1.046,1.073,439.0,0.0,1.33,0.0,0.0,76.24,Low,Fish,Meat,NUTRITIONAL,1
"Beverages, ready to drink, black, tea",0.0,100,0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.11,11.0,0.0,97.89,Low,Beverages,Not Categorized,NUTRITIONAL,1
"Babyfood, orange and pineapple, juice",0.0,100,48,0.1,0,2.0,0.0,19.0,0.0,0.194,0.059,0.023,0.05,31.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.062,53.4,0.0,0.6,0.6,0.0,8.0,0.044,0.42,9.0,0.0,9.0,141.0,0.1,0.04,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.7,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.01,0.014,0.024,0.0,0.0,0.4,0.0,0.0,87.3,Low,Babyfood,Not Categorized,NUTRITIONAL,1
"Nuts, blanched, hazelnuts or filberts",4.7,100,629,61.0,0,0.0,0.0,78.0,0.0,1.55,0.815,0.11,0.475,40.0,2.0,2.0,23.0,0.0,0.0,0,0.0,0.585,2.0,0.0,17.5,17.5,0.0,149.0,1.6,3.3,160.0,12.65,310.0,658.0,4.1,2.2,13.7,0.669,2.026,1.539,0.254,3.399,0.663,0.396,0.0,0.499,0.974,0.385,0.203,0.608,0.514,0.674,0.455,0.177,0.332,0.643,17.0,11.0,3.49,0.07,0.0,0.07,0.0,0.0,3.35,61.15,4.669,48.192,5.558,0.0,0.0,2.36,0.0,0.0,5.79,High,Nuts,Not Categorized,NUTRITIONAL,1
"Restaurant, hash browns, family style",1.7,100,197,9.0,0,468.0,0.0,23.0,0.0,2.17,0.455,0.048,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.203,0.0,0.0,0.55,0.55,32.6,17.0,0.066,0.56,26.0,0.168,71.0,416.0,0.0,0.29,2.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.59,2.7,1.38,0.51,0.0,0.58,0.0,0.0,0.3,8.99,1.689,2.035,5.029,0.0,0.0,2.08,0.0,0.0,59.85,Medium,Restaurant,Not Categorized,NUTRITIONAL,1
"New england brand sausage, beef, pork",2.6,100,161,7.6,49,1220.0,0.0,7.0,0.0,3.478,0.68,0.248,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0,1.34,0.36,0.0,0.0,0.0,0.0,0.0,7.0,0.1,0.94,16.0,0.036,136.0,321.0,19.2,2.7,17.27,1.039,1.201,1.639,0.246,2.585,0.946,0.652,0.0,0.761,1.363,1.511,0.446,0.684,0.761,0.686,0.757,0.193,0.533,0.803,4.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.58,2.56,3.64,0.72,49.0,0.0,3.55,0.0,0.0,66.77,Medium,New,Not Categorized,NUTRITIONAL,1
"Pancakes, prepared from recipe, plain",2.1,100,227,9.7,59,439.0,0.0,38.0,26.0,1.567,0.405,0.281,0.201,196.0,54.0,0.0,0.0,0.0,0.0,0,0.22,0.046,0.3,0.0,0.0,0.0,0.0,219.0,0.049,1.8,16.0,0.2,159.0,132.0,14.9,0.56,6.4,0.245,0.28,0.42,0.116,1.57,0.198,0.152,0.0,0.297,0.513,0.321,0.147,0.319,0.576,0.363,0.237,0.08,0.24,0.335,28.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.7,2.122,2.474,4.447,59.0,0.0,2.6,0.0,0.0,52.9,Medium,Pancakes,Not Categorized,NUTRITIONAL,1
"McDONALD'S, Sausage McMUFFIN with Egg",6.0,100,274,18.0,154,572.0,0.0,0.0,0.0,2.93,0.818,0.344,0.262,335.0,0.0,0.0,0.0,0.0,0.0,0,0.7,0.149,0.0,0.0,0.5,0.5,0.0,172.0,0.094,1.97,18.0,0.189,171.0,171.0,0.0,1.22,12.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.28,0.9,1.57,0.24,0.03,0.38,0.33,0.51,0.09,17.83,6.008,6.581,2.768,154.0,0.0,2.34,0.0,0.0,49.96,Medium,McDONALD'S,Not Categorized,NUTRITIONAL,1
"SPAGHETTIOS, SpaghettiOs plus Calcium",0.2,100,67,0.4,2,238.0,0.0,32.0,0.0,1.19,0.0,0.067,0.06,198.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,40.0,0.0,0.0,0.0,119.0,0.0,0.71,0.0,0.0,0.0,119.0,0.0,0.0,2.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.89,1.2,5.16,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.198,0.0,0.198,2.0,0.0,1.63,0.0,0.0,81.7,Low,SPAGHETTIOS,Not Categorized,NUTRITIONAL,1
"USDA Commodity, frozen, Potato wedges",0.6,100,123,2.2,0,49.0,0.0,0.0,0.0,1.54,0.0,0.04,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.35,11.2,0.0,0.0,0.0,0.0,15.0,0.0,0.7,19.0,0.0,87.0,394.0,0.0,0.37,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.5,2.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.55,1.451,0.102,0.0,0.0,1.34,0.0,0.0,68.3,Medium,USDA,Not Categorized,NUTRITIONAL,1
"Babyfood, strained, beets, vegetables",0.0,100,34,0.1,0,83.0,4.8,31.0,0.0,0.132,0.1,0.043,0.011,27.0,1.0,0.0,16.0,0.0,0.0,0,0.0,0.024,2.4,0.0,0.03,0.03,0.2,14.0,0.07,0.32,14.0,0.0,14.0,182.0,0.1,0.12,1.3,0.054,0.03,0.086,0.007,0.292,0.027,0.021,0.0,0.038,0.046,0.034,0.01,0.018,0.027,0.043,0.032,0.012,0.035,0.045,7.7,1.9,6.09,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.016,0.019,0.036,0.0,0.0,0.9,0.0,0.0,90.1,Low,Babyfood,Not Categorized,NUTRITIONAL,1
"Babyfood, toddler, dices, green beans",0.0,100,29,0.2,0,37.0,22.6,32.0,0.0,0.23,0.051,0.04,0.02,481.0,24.0,0.0,288.0,0.0,487.0,0,0.0,0.03,1.7,0.0,0.31,0.31,11.0,27.0,0.03,0.4,19.0,0.08,22.0,116.0,0.4,0.1,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,1.3,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.044,0.008,0.102,0.0,0.0,0.4,0.0,0.0,92.6,Low,Babyfood,Not Categorized,NUTRITIONAL,1
"Restaurant, cheese enchilada, Mexican",8.4,100,273,18.0,42,528.0,0.0,17.0,0.0,0.627,0.332,0.223,0.063,988.0,205.0,0.0,191.0,58.0,143.0,0,0.86,0.122,0.0,0.0,1.28,1.28,0.0,314.0,0.055,0.66,29.0,0.118,268.0,140.0,15.8,1.83,11.24,0.374,0.457,0.788,0.117,2.48,0.248,0.306,0.0,0.52,1.128,0.914,0.306,0.603,1.585,0.647,0.418,0.151,0.535,0.686,15.45,1.9,2.6,0.55,0.0,0.71,0.72,0.41,0.21,18.47,8.365,4.686,2.746,42.0,0.0,2.45,0.0,0.0,52.38,Medium,Restaurant,Not Categorized,NUTRITIONAL,1
"Beef, cooked, breakfast strips, cured",14.0,100,449,34.0,119,2253.0,119.2,8.0,0.0,6.47,0.343,0.26,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0,3.45,0.31,0.0,7.0,0.29,0.29,2.8,9.0,0.116,3.14,27.0,0.017,236.0,412.0,26.8,6.37,31.3,2.254,1.933,3.065,0.401,5.098,2.614,0.997,0.0,1.352,2.299,2.399,0.726,1.127,2.254,1.262,1.182,0.285,1.022,1.377,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.4,14.35,16.85,1.58,119.0,0.0,6.7,0.0,0.0,26.2,Medium,Beef,Meat,NUTRITIONAL,1
"Fish, meat (Alaska Native), devilfish",0.0,100,97,5.3,0,0.0,0.0,0.0,0.0,1.1,0.0,0.1,0.09,1020.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,12.0,0.0,0.4,0.0,0.0,3.0,0.0,0.0,0.0,11.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,80.8,Low,Fish,Meat,NUTRITIONAL,1
"Egg rolls, heated, refrigerated, pork",1.6,100,222,7.2,14,407.0,40.4,80.0,34.0,2.25,0.49,0.11,0.24,7804.0,390.0,1674.0,3845.0,0.0,454.0,0,0.15,0.173,29.3,4.0,0.27,0.27,22.6,34.0,0.092,1.55,20.0,0.332,91.0,212.0,22.8,0.9,9.94,0.38,0.42,0.62,0.15,2.27,0.39,0.21,0.0,0.3,0.61,0.41,0.16,0.39,0.74,0.4,0.31,0.11,0.21,0.34,29.5,2.1,5.32,0.7,0.0,1.18,0.0,1.84,1.6,7.17,1.588,2.35,2.464,14.0,0.0,2.06,0.0,0.0,51.33,Medium,Egg,Not Categorized,NUTRITIONAL,1
"McDONALD'S, Tangy Honey Mustard Sauce",0.9,100,167,5.8,0,383.0,0.0,0.0,0.0,0.21,0.303,0.045,0.032,0.0,0.0,0.0,0.0,0.0,0.0,0,0.16,0.035,0.0,0.0,0.7,0.7,0.0,23.0,0.037,0.42,12.0,0.11,36.0,49.0,0.0,0.26,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.81,2.7,21.88,2.54,0.0,2.57,0.0,0.44,16.33,5.77,0.895,1.334,2.679,0.0,0.0,1.1,0.0,0.0,63.0,Medium,McDONALD'S,Not Categorized,NUTRITIONAL,1
"Baking chocolate, liquid, unsweetened",25.0,100,472,48.0,0,12.0,0.0,19.0,0.0,2.1,0.154,0.279,0.05,12.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.072,0.0,0.0,0.0,0.0,0.0,54.0,1.91,4.15,265.0,1.65,340.0,1166.0,7.9,3.68,12.1,0.561,0.689,1.211,0.148,1.828,0.545,0.21,0.0,0.471,0.737,0.609,0.125,0.584,0.52,0.525,0.481,0.182,0.456,0.73,36.2,18.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.7,25.29,9.23,10.7,0.0,0.0,3.1,47.0,1597.0,0.9,Medium,Baking,Not Categorized,NUTRITIONAL,1
"Babyfood, strained, applesauce, fruit",0.0,100,41,0.2,0,0.0,3.4,2.0,0.0,0.061,0.11,0.028,0.012,28.0,1.0,0.0,12.0,9.0,17.0,0,0.0,0.031,38.3,0.0,0.6,0.6,0.5,4.0,0.038,0.22,3.0,0.0,7.0,71.0,0.3,0.02,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8,1.7,9.87,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.032,0.008,0.056,0.0,0.0,0.2,0.0,0.0,88.6,Low,Babyfood,Not Categorized,NUTRITIONAL,1
"Mollusks, raw, mixed species, scallop",0.1,100,69,0.5,24,392.0,65.0,16.0,0.0,0.703,0.215,0.015,0.007,3.0,1.0,0.0,0.0,0.0,0.0,0,1.41,0.073,0.0,1.0,0.0,0.0,0.0,6.0,0.023,0.38,22.0,0.017,334.0,205.0,12.8,0.91,12.06,0.536,0.646,0.923,0.12,1.404,1.034,0.185,0.0,0.406,0.72,0.739,0.286,0.351,0.286,0.36,0.369,0.102,0.296,0.379,3.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.128,0.048,0.13,24.0,0.0,1.74,0.0,0.0,82.53,Low,Mollusks,Not Categorized,NUTRITIONAL,1
"Soybeans, raw, sprouted, mature seeds",0.9,100,122,6.7,0,14.0,0.0,172.0,0.0,1.148,0.929,0.118,0.34,11.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.176,15.3,0.0,0.0,0.0,0.0,67.0,0.427,2.1,72.0,0.702,164.0,484.0,0.6,1.17,13.09,0.549,0.905,1.774,0.157,1.966,0.503,0.348,0.0,0.58,0.938,0.752,0.138,0.641,0.674,0.651,0.503,0.159,0.477,0.62,9.57,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,0.929,1.518,3.783,0.0,0.0,1.59,0.0,0.0,69.05,Medium,Soybeans,Not Categorized,NUTRITIONAL,1
"Turkey, raw, meat and skin, dark meat",2.4,100,161,9.0,87,113.0,63.8,6.0,0.0,5.378,0.857,0.229,0.055,86.0,26.0,0.0,0.0,0.0,0.0,0,1.84,0.391,0.0,19.0,0.11,0.11,0.0,11.0,0.085,1.0,22.0,0.014,166.0,208.0,20.2,2.32,19.81,1.102,1.136,1.539,0.183,2.605,1.046,0.513,0.158,0.546,1.321,1.564,0.496,0.622,1.16,0.769,0.688,0.198,0.56,0.623,0.15,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,8.97,2.413,3.091,2.443,87.0,0.0,0.94,0.0,0.0,71.1,Medium,Turkey,Meat,NUTRITIONAL,1
"Mollusks, raw, mixed species, abalone",0.1,100,105,0.8,85,301.0,65.0,5.0,0.0,1.5,3.0,0.1,0.19,7.0,2.0,0.0,0.0,0.0,0.0,0,0.73,0.15,2.0,0.0,4.0,4.0,23.0,31.0,0.196,3.19,48.0,0.04,190.0,250.0,44.8,0.82,17.1,1.034,1.248,1.65,0.224,2.326,1.07,0.328,0.0,0.744,1.204,1.278,0.386,0.613,0.698,0.766,0.736,0.192,0.547,0.747,6.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.149,0.107,0.104,85.0,0.0,1.57,0.0,0.0,74.56,Low,Mollusks,Not Categorized,NUTRITIONAL,1
"Macaroni, cooked, enriched, vegetable",0.0,100,128,0.1,0,6.0,5.0,65.0,59.0,1.071,0.35,0.061,0.112,92.0,5.0,0.0,55.0,0.0,13.0,0,0.0,0.024,0.0,0.0,0.21,0.21,0.3,11.0,0.092,0.49,19.0,0.986,50.0,31.0,19.8,0.44,4.53,0.135,0.168,0.196,0.125,1.603,0.144,0.092,0.0,0.175,0.309,0.093,0.07,0.218,0.483,0.215,0.122,0.058,0.12,0.194,26.61,4.3,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.016,0.012,0.044,0.0,0.0,0.38,0.0,0.0,68.37,Medium,Macaroni,Not Categorized,NUTRITIONAL,1
